membership_id,group_id,user_id,joined_date,left_date,role,share_percentage
MEM_001549,GRP_0308,USR_0454,2019-06-22,,member,0.1604
MEM_001550,GRP_0308,USR_0901,2019-06-25,,member,0.1704
MEM_001551,GRP_0308,USR_0609,2019-06-22,,member,0.1192
MEM_001552,GRP_0309,USR_0927,2018-06-29,,admin,0.2
MEM_001553,GRP_0309,USR_0137,2018-07-08,2018-11-26,member,0.2
MEM_001554,GRP_0309,USR_0841,2018-07-03,,member,0.2
MEM_001555,GRP_0309,USR_0469,2018-06-24,,member,0.2
MEM_001556,GRP_0309,USR_0945,2018-07-03,2019-01-10,member,0.2
MEM_001557,GRP_0310,USR_0291,2024-10-10,,admin,0.1667
MEM_001558,GRP_0310,USR_0625,2024-10-13,,member,0.1667
MEM_001559,GRP_0310,USR_0228,2024-10-24,,member,0.1667
MEM_001560,GRP_0310,USR_0615,2024-09-26,,member,0.1667
MEM_001561,GRP_0310,USR_0448,2024-10-21,,member,0.1667
MEM_001562,GRP_0310,USR_0242,2024-10-06,,member,0.1667
MEM_001563,GRP_0311,USR_0102,2019-01-12,,admin,0.1667
MEM_001564,GRP_0311,USR_0587,2019-01-01,,member,0.1667
MEM_001565,GRP_0311,USR_0363,2019-01-21,,member,0.1667
MEM_001566,GRP_0311,USR_0135,2019-01-01,2020-01-07,member,0.1667
MEM_001567,GRP_0311,USR_0694,2019-01-15,,member,0.1667
MEM_001568,GRP_0311,USR_0405,2019-01-04,,member,0.1667
MEM_001569,GRP_0312,USR_0859,2020-01-22,,admin,0.3286
MEM_001570,GRP_0312,USR_0010,2020-01-12,,member,0.1946
MEM_001571,GRP_0312,USR_0108,2020-02-09,2021-04-09,member,0.1801
MEM_001572,GRP_0312,USR_0253,2020-01-18,,member,0.2581
MEM_001573,GRP_0313,USR_0925,2017-04-23,,admin,0.5
MEM_001574,GRP_0313,USR_0388,2017-04-23,,member,0.5
MEM_001575,GRP_0314,USR_0724,2018-11-13,,admin,0.1406
MEM_001576,GRP_0314,USR_0708,2018-11-12,,member,0.1343
MEM_001577,GRP_0314,USR_0454,2018-11-17,,member,0.0923
MEM_001578,GRP_0314,USR_0363,2018-11-21,2024-01-12,member,0.2538
MEM_001579,GRP_0315,USR_0055,2021-03-02,,admin,0.2
MEM_001580,GRP_0315,USR_0996,2021-03-22,,member,0.2
MEM_001581,GRP_0315,USR_0018,2021-02-25,,member,0.2
MEM_001582,GRP_0315,USR_0250,2021-03-24,,member,0.2
MEM_001583,GRP_0315,USR_0548,2021-03-09,,member,0.2
MEM_001584,GRP_0316,USR_0892,2022-03-24,,admin,0.5
MEM_001585,GRP_0316,USR_0817,2022-03-29,,member,0.5
MEM_001586,GRP_0317,USR_0715,2018-12-14,2022-07-27,admin,0.23
MEM_001587,GRP_0317,USR_0490,2018-11-15,,member,0.2916
MEM_001588,GRP_0318,USR_0838,2024-08-15,,admin,0.2127
MEM_001589,GRP_0318,USR_0264,2024-08-15,,member,0.1243
MEM_001590,GRP_0318,USR_0337,2024-08-10,,member,0.3205
MEM_001591,GRP_0318,USR_0684,2024-08-26,,member,0.3104
MEM_001592,GRP_0318,USR_0783,2024-08-13,,member,0.3808
MEM_001593,GRP_0319,USR_0398,2018-06-10,,admin,0.1083
MEM_001594,GRP_0319,USR_0100,2018-06-07,,member,0.2391
MEM_001595,GRP_0319,USR_0896,2018-06-06,,member,0.1662
MEM_001596,GRP_0319,USR_0229,2018-06-09,,member,0.1515
MEM_001597,GRP_0319,USR_0559,2018-06-10,,member,0.3991
MEM_001598,GRP_0319,USR_0738,2018-05-19,,member,0.3251
MEM_001599,GRP_0319,USR_0245,2018-06-12,2021-05-20,member,0.2755
MEM_001600,GRP_0319,USR_0779,2018-05-18,,member,0.3924
MEM_001601,GRP_0320,USR_0631,2018-10-22,,admin,0.0728
MEM_001602,GRP_0320,USR_0510,2018-10-01,,member,0.1948
MEM_001603,GRP_0320,USR_0479,2018-10-18,,member,0.2781
MEM_001604,GRP_0320,USR_0854,2018-10-17,,member,0.1145
MEM_001605,GRP_0320,USR_0343,2018-10-23,,member,0.1706
MEM_001606,GRP_0320,USR_0184,2018-10-25,2019-08-17,member,0.2675
MEM_001607,GRP_0320,USR_0353,2018-10-09,,member,0.3369
MEM_001608,GRP_0320,USR_0978,2018-10-04,2021-07-05,member,0.2848
MEM_001609,GRP_0320,USR_0681,2018-10-16,2020-01-04,member,0.1382
MEM_001610,GRP_0321,USR_0844,2016-04-07,2022-08-20,admin,0.3224
MEM_001611,GRP_0321,USR_0970,2016-04-01,2016-05-13,member,0.1743
MEM_001612,GRP_0321,USR_0060,2016-04-13,,member,0.3868
MEM_001613,GRP_0322,USR_0274,2017-01-09,,admin,0.3868
MEM_001614,GRP_0322,USR_0547,2017-01-27,,member,0.0904
MEM_001615,GRP_0322,USR_0418,2017-01-21,,member,0.0652
MEM_001616,GRP_0322,USR_0685,2017-01-12,,member,0.3246
MEM_001617,GRP_0322,USR_0097,2017-01-11,,member,0.0512
MEM_001618,GRP_0322,USR_0949,2017-02-03,,member,0.0637
MEM_001619,GRP_0322,USR_0618,2017-01-14,,member,0.0598
MEM_001620,GRP_0322,USR_0042,2017-02-01,,member,0.3583
MEM_001621,GRP_0323,USR_0553,2023-02-07,,admin,0.2
MEM_001622,GRP_0323,USR_0670,2023-02-20,,member,0.2
MEM_001623,GRP_0323,USR_0258,2023-03-02,,member,0.2
MEM_001624,GRP_0323,USR_0493,2023-02-17,,member,0.2
MEM_001625,GRP_0323,USR_0700,2023-02-05,,member,0.2
MEM_001626,GRP_0324,USR_0566,2019-04-10,,admin,0.2249
MEM_001627,GRP_0324,USR_0356,2019-05-01,,member,0.201
MEM_001628,GRP_0324,USR_0974,2019-04-10,,member,0.08
MEM_001629,GRP_0324,USR_0690,2019-05-01,,member,0.3168
MEM_001630,GRP_0324,USR_0940,2019-04-27,,member,0.3969
MEM_001631,GRP_0324,USR_0522,2019-04-15,,member,0.203
MEM_001632,GRP_0324,USR_0432,2019-04-06,,member,0.1774
MEM_001633,GRP_0324,USR_0389,2019-04-15,,member,0.266
MEM_001634,GRP_0324,USR_0471,2019-04-15,,member,0.2053
MEM_001635,GRP_0324,USR_0975,2019-04-26,,member,0.2444
MEM_001636,GRP_0325,USR_0372,2020-03-07,,admin,0.3297
MEM_001637,GRP_0325,USR_0057,2020-03-06,2023-02-14,member,0.3894
MEM_001638,GRP_0325,USR_0607,2020-02-26,,member,0.3195
MEM_001639,GRP_0325,USR_0850,2020-02-22,,member,0.2509
MEM_001640,GRP_0325,USR_0452,2020-03-03,,member,0.1074
MEM_001641,GRP_0325,USR_0874,2020-02-10,,member,0.1047
MEM_001642,GRP_0325,USR_0334,2020-02-17,,member,0.1164
MEM_001643,GRP_0326,USR_0258,2022-02-17,,admin,0.2
MEM_001644,GRP_0326,USR_0666,2022-02-09,,member,0.2
MEM_001645,GRP_0326,USR_0300,2022-02-15,,member,0.2
MEM_001646,GRP_0326,USR_0055,2022-01-26,2022-09-11,member,0.2
MEM_001647,GRP_0326,USR_0147,2022-02-07,2023-09-09,member,0.2
MEM_001648,GRP_0327,USR_0771,2020-04-19,,admin,0.25
MEM_001649,GRP_0327,USR_0003,2020-05-02,,member,0.25
MEM_001650,GRP_0327,USR_0205,2020-04-18,,member,0.25
MEM_001651,GRP_0327,USR_0025,2020-04-18,2020-06-17,member,0.25
MEM_001652,GRP_0328,USR_0479,2020-04-14,,admin,0.2
MEM_001653,GRP_0328,USR_0394,2020-04-04,,member,0.2
MEM_001654,GRP_0328,USR_0448,2020-04-08,,member,0.2
MEM_001655,GRP_0328,USR_0249,2020-04-10,2021-10-30,member,0.2
MEM_001656,GRP_0328,USR_0316,2020-04-04,2021-10-31,member,0.2
MEM_001657,GRP_0329,USR_0692,2020-05-07,,admin,0.2
MEM_001658,GRP_0329,USR_0769,2020-04-22,,member,0.2
MEM_001659,GRP_0329,USR_0901,2020-04-21,2020-06-16,member,0.2
MEM_001660,GRP_0329,USR_0731,2020-05-08,,member,0.2
MEM_001661,GRP_0329,USR_0711,2020-04-30,,member,0.2
MEM_001662,GRP_0330,USR_0650,2020-05-24,,admin,0.2273
MEM_001663,GRP_0330,USR_0120,2020-05-26,,member,0.2703
MEM_001664,GRP_0330,USR_0101,2020-05-21,,member,0.2814
MEM_001665,GRP_0330,USR_0059,2020-05-28,,member,0.1288
MEM_001666,GRP_0330,USR_0038,2020-05-31,,member,0.3559
MEM_001667,GRP_0330,USR_0980,2020-06-02,,member,0.2649
MEM_001668,GRP_0330,USR_0673,2020-06-11,,member,0.3498
MEM_001669,GRP_0330,USR_0322,2020-06-07,,member,0.3982
MEM_001670,GRP_0330,USR_0452,2020-05-18,,member,0.2545
MEM_001671,GRP_0330,USR_0894,2020-05-26,,member,0.3744
MEM_001672,GRP_0331,USR_0235,2019-04-30,,admin,0.5
MEM_001673,GRP_0331,USR_0652,2019-05-20,,member,0.5
MEM_001674,GRP_0332,USR_0318,2025-09-21,,admin,0.2175
MEM_001675,GRP_0332,USR_0009,2025-09-08,,member,0.3813
MEM_001676,GRP_0332,USR_0922,2025-09-19,,member,0.388
MEM_001677,GRP_0332,USR_0406,2025-09-29,,member,0.2784
MEM_001678,GRP_0332,USR_0870,2025-09-13,,member,0.3789
MEM_001679,GRP_0332,USR_0979,2025-09-06,,member,0.1747
MEM_001680,GRP_0332,USR_0834,2025-09-04,,member,0.3262
MEM_001681,GRP_0333,USR_0427,2022-03-15,2023-01-09,admin,0.2
MEM_001682,GRP_0333,USR_0994,2022-03-15,,member,0.2
MEM_001683,GRP_0333,USR_0484,2022-03-14,,member,0.2
MEM_001684,GRP_0333,USR_0298,2022-03-02,,member,0.2
MEM_001685,GRP_0333,USR_0617,2022-03-18,,member,0.2
MEM_001686,GRP_0334,USR_0084,2016-07-29,2017-11-09,admin,0.139
MEM_001687,GRP_0334,USR_0909,2016-07-30,,member,0.3468
MEM_001688,GRP_0334,USR_0573,2016-07-27,,member,0.094
MEM_001689,GRP_0334,USR_0420,2016-07-08,,member,0.1661
MEM_001690,GRP_0335,USR_0175,2022-07-30,,admin,0.3409
MEM_001691,GRP_0335,USR_0274,2022-07-27,,member,0.0668
MEM_001692,GRP_0335,USR_0648,2022-08-21,,member,0.3235
MEM_001693,GRP_0335,USR_0137,2022-08-11,,member,0.2588
MEM_001694,GRP_0335,USR_0037,2022-08-24,,member,0.2354
MEM_001695,GRP_0336,USR_0227,2018-03-25,,admin,0.2
MEM_001696,GRP_0336,USR_0323,2018-04-05,,member,0.2
MEM_001697,GRP_0336,USR_0836,2018-03-24,,member,0.2
MEM_001698,GRP_0336,USR_0504,2018-04-08,2019-03-18,member,0.2
MEM_001699,GRP_0336,USR_0288,2018-04-09,2019-11-22,member,0.2
MEM_001700,GRP_0337,USR_0283,2025-01-31,,admin,0.25
MEM_001701,GRP_0337,USR_0434,2025-01-21,,member,0.25
MEM_001702,GRP_0337,USR_0366,2025-01-23,,member,0.25
MEM_001703,GRP_0337,USR_0789,2025-01-15,,member,0.25
MEM_001704,GRP_0338,USR_0870,2016-02-16,,admin,0.25
MEM_001705,GRP_0338,USR_0498,2016-02-08,,member,0.25
MEM_001706,GRP_0338,USR_0145,2016-01-28,,member,0.25
MEM_001707,GRP_0338,USR_0864,2016-01-25,,member,0.25
MEM_001708,GRP_0339,USR_0732,2017-08-02,,admin,0.25
MEM_001709,GRP_0339,USR_0439,2017-07-28,,member,0.25
MEM_001710,GRP_0339,USR_0180,2017-08-04,,member,0.25
MEM_001711,GRP_0339,USR_0127,2017-07-24,,member,0.25
MEM_001712,GRP_0340,USR_0232,2021-03-06,,admin,0.125
MEM_001713,GRP_0340,USR_0860,2021-02-15,,member,0.125
MEM_001714,GRP_0340,USR_0079,2021-03-08,,member,0.125
MEM_001715,GRP_0340,USR_0264,2021-02-21,,member,0.125
MEM_001716,GRP_0340,USR_0763,2021-02-08,,member,0.125
MEM_001717,GRP_0340,USR_0635,2021-03-08,,member,0.125
MEM_001718,GRP_0340,USR_0398,2021-03-06,,member,0.125
MEM_001719,GRP_0340,USR_0404,2021-02-26,,member,0.125
MEM_001720,GRP_0341,USR_0052,2021-04-10,,admin,0.125
MEM_001721,GRP_0341,USR_0681,2021-03-28,,member,0.125
MEM_001722,GRP_0341,USR_0371,2021-03-27,,member,0.125
MEM_001723,GRP_0341,USR_0109,2021-04-16,,member,0.125
MEM_001724,GRP_0341,USR_0715,2021-03-31,2022-12-08,member,0.125
MEM_001725,GRP_0341,USR_0714,2021-03-28,,member,0.125
MEM_001726,GRP_0341,USR_0610,2021-04-17,,member,0.125
MEM_001727,GRP_0341,USR_0990,2021-03-31,,member,0.125
MEM_001728,GRP_0342,USR_0804,2019-04-11,,admin,0.2626
MEM_001729,GRP_0342,USR_0018,2019-03-28,,member,0.2305
MEM_001730,GRP_0342,USR_0347,2019-04-01,,member,0.0741
MEM_001731,GRP_0342,USR_0441,2019-04-02,,member,0.1352
MEM_001732,GRP_0342,USR_0660,2019-04-13,,member,0.3638
MEM_001733,GRP_0343,USR_0885,2022-02-14,,admin,0.1111
MEM_001734,GRP_0343,USR_0652,2022-01-28,,member,0.1111
MEM_001735,GRP_0343,USR_0965,2022-01-27,,member,0.1111
MEM_001736,GRP_0343,USR_0438,2022-02-20,,member,0.1111
MEM_001737,GRP_0343,USR_0869,2022-01-30,,member,0.1111
MEM_001738,GRP_0343,USR_0881,2022-02-07,,member,0.1111
MEM_001739,GRP_0343,USR_0345,2022-02-02,,member,0.1111
MEM_001740,GRP_0343,USR_0462,2022-02-12,,member,0.1111
MEM_001741,GRP_0343,USR_0625,2022-02-13,,member,0.1111
MEM_001742,GRP_0344,USR_0285,2023-04-09,,admin,0.3333
MEM_001743,GRP_0344,USR_0056,2023-04-01,,member,0.3333
MEM_001744,GRP_0344,USR_0431,2023-04-27,,member,0.3333
MEM_001745,GRP_0345,USR_0725,2018-03-06,,admin,0.3878
MEM_001746,GRP_0345,USR_0821,2018-03-09,,member,0.3412
MEM_001747,GRP_0345,USR_0792,2018-02-27,,member,0.379
MEM_001748,GRP_0345,USR_0185,2018-03-26,,member,0.3968
MEM_001749,GRP_0346,USR_0801,2016-04-29,,admin,0.1667
MEM_001750,GRP_0346,USR_0445,2016-04-27,2019-06-22,member,0.1667
MEM_001751,GRP_0346,USR_0187,2016-04-12,,member,0.1667
MEM_001752,GRP_0346,USR_0606,2016-04-23,,member,0.1667
MEM_001753,GRP_0346,USR_0939,2016-04-17,,member,0.1667
MEM_001754,GRP_0346,USR_0372,2016-04-07,2017-08-29,member,0.1667
MEM_001755,GRP_0347,USR_0193,2017-08-19,,admin,0.2
MEM_001756,GRP_0347,USR_0371,2017-08-26,2021-04-25,member,0.2
MEM_001757,GRP_0347,USR_0356,2017-08-20,,member,0.2
MEM_001758,GRP_0347,USR_0647,2017-08-27,2020-10-24,member,0.2
MEM_001759,GRP_0347,USR_0170,2017-08-17,,member,0.2
MEM_001760,GRP_0348,USR_0990,2019-10-31,,admin,0.1111
MEM_001761,GRP_0348,USR_0983,2019-11-28,,member,0.1111
MEM_001762,GRP_0348,USR_0369,2019-11-21,2020-02-02,member,0.1111
MEM_001763,GRP_0348,USR_0138,2019-10-31,,member,0.1111
MEM_001764,GRP_0348,USR_0479,2019-11-03,,member,0.1111
MEM_001765,GRP_0348,USR_0134,2019-11-17,2019-12-03,member,0.1111
MEM_001766,GRP_0348,USR_0725,2019-11-01,,member,0.1111
MEM_001767,GRP_0348,USR_0110,2019-11-26,2020-08-29,member,0.1111
MEM_001768,GRP_0348,USR_0760,2019-11-13,,member,0.1111
MEM_001769,GRP_0349,USR_0237,2018-03-16,,admin,0.25
MEM_001770,GRP_0349,USR_0892,2018-03-16,2020-12-18,member,0.25
MEM_001771,GRP_0349,USR_0013,2018-03-22,,member,0.25
MEM_001772,GRP_0349,USR_0307,2018-03-26,2020-05-06,member,0.25
MEM_001773,GRP_0350,USR_0397,2018-03-17,,admin,0.0755
MEM_001774,GRP_0350,USR_0811,2018-03-11,,member,0.3389
MEM_001775,GRP_0350,USR_0801,2018-03-02,,member,0.0747
MEM_001776,GRP_0350,USR_0228,2018-02-25,,member,0.2386
MEM_001777,GRP_0350,USR_0599,2018-03-01,2022-10-09,member,0.2379
MEM_001778,GRP_0350,USR_0373,2018-02-21,,member,0.0736
